VTX, IDX, _sig58._child0.x, _sig58._child0.y, _sig58._child0.z, _sig58._child0.w, _output0.x, _output0.y, _output0.z, _output0.w, _output1.x, _output1.y, _output1.z, _output1.w, _output3.x, _output3.y
0, 25124, -9.49118,  118.65959, -174.52663,  194.52663, -9.49118, -118.65959,  10.00,  194.52663, -9.57836, -118.94421,  10.00,  194.52567,  0.98535,  0.07104
1, 25125, -9.77477,  115.50431, -174.668,  194.668, -9.77477, -115.50431,  10.00,  194.668, -9.86149, -115.78983,  10.00,  194.66751,  0.98242,  0.01489
2, 25126, -12.08141,  115.29487, -174.14423,  194.14423, -12.08141, -115.29487,  10.00,  194.14423, -12.16901, -115.57983,  10.00,  194.14453,  0.8252,  0.01219
3, 25126, -12.08141,  115.29487, -174.14423,  194.14423, -12.08141, -115.29487,  10.00,  194.14423, -12.16901, -115.57983,  10.00,  194.14453,  0.8252,  0.01219
4, 25127, -11.93567,  117.08476, -174.02608,  194.02608, -11.93567, -117.08476,  10.00,  194.02608, -12.02356, -117.36893,  10.00,  194.02617,  0.82373,  0.04416
5, 25124, -9.49118,  118.65959, -174.52663,  194.52663, -9.49118, -118.65959,  10.00,  194.52663, -9.57836, -118.94421,  10.00,  194.52567,  0.98535,  0.07104
6, 25128, -7.79684,  138.35213, -173.63759,  193.63759, -7.79684, -138.35213,  10.00,  193.63759, -7.88548, -138.63322,  10.00,  193.63397,  0.99121,  0.36694
7, 25129, -8.53248,  129.548, -174.00003,  194.00003, -8.53248, -129.548,  10.00,  194.00003, -8.62095, -129.83026,  10.00,  193.99759,  0.99072,  0.24207
8, 25130, -10.96564,  129.36481, -173.34224,  193.34224, -10.96564, -129.36481,  10.00,  193.34224, -11.05501, -129.64557,  10.00,  193.3407,  0.81885,  0.2373
9, 25130, -10.96564,  129.36481, -173.34224,  193.34224, -10.96564, -129.36481,  10.00,  193.34224, -11.05501, -129.64557,  10.00,  193.3407,  0.81885,  0.2373
10, 25131, -10.0387,  138.15611, -172.9545,  192.9545, -10.0387, -138.15611,  10.00,  192.9545, -10.12824, -138.43555,  10.00,  192.95171,  0.82813,  0.36133
11, 25128, -7.79684,  138.35213, -173.63759,  193.63759, -7.79684, -138.35213,  10.00,  193.63759, -7.88548, -138.63322,  10.00,  193.63397,  0.99121,  0.36694
12, 25131, -10.0387,  138.15611, -172.9545,  192.9545, -10.0387, -138.15611,  10.00,  192.9545, -10.12824, -138.43555,  10.00,  192.95171,  0.82813,  0.36133
13, 25130, -10.96564,  129.36481, -173.34224,  193.34224, -10.96564, -129.36481,  10.00,  193.34224, -11.05501, -129.64557,  10.00,  193.3407,  0.81885,  0.2373
14, 25132, -17.97944,  130.02733, -173.02724,  193.02724, -17.97944, -130.02733,  10.00,  193.02724, -18.06929, -130.30804,  10.00,  193.02824,  0.39575,  0.22595
15, 25133, -7.0718,  147.26517, -173.38232,  193.38232, -7.0718, -147.26517,  10.00,  193.38232, -7.16024, -147.54539,  10.00,  193.37753,  0.98926,  0.49097
16, 25134, -7.79684,  138.35213, -173.63759,  193.63759, -7.79684, -138.35213,  10.00,  193.63759, -7.88548, -138.63322,  10.00,  193.63397,  0.99121,  0.36694
17, 25131, -10.0387,  138.15611, -172.9545,  192.9545, -10.0387, -138.15611,  10.00,  192.9545, -10.12824, -138.43555,  10.00,  192.95171,  0.82813,  0.36133
18, 25131, -10.0387,  138.15611, -172.9545,  192.9545, -10.0387, -138.15611,  10.00,  192.9545, -10.12824, -138.43555,  10.00,  192.95171,  0.82813,  0.36133
19, 25135, -9.20091,  147.11612, -172.67339,  192.67339, -9.20091, -147.11612,  10.00,  192.67339, -9.29026, -147.39458,  10.00,  192.66939,  0.83008,  0.4856
20, 25133, -7.0718,  147.26517, -173.38232,  193.38232, -7.0718, -147.26517,  10.00,  193.38232, -7.16024, -147.54539,  10.00,  193.37753,  0.98926,  0.49097
21, 25132, -17.97944,  130.02733, -173.02724,  193.02724, -17.97944, -130.02733,  10.00,  193.02724, -18.06929, -130.30804,  10.00,  193.02824,  0.39575,  0.22595
22, 25136, -23.72883,  131.9066, -174.45805,  194.45805, -23.72883, -131.9066,  10.00,  194.45805, -23.81671, -132.19229,  10.00,  194.461,  0.00064,  0.21558
23, 25137, -23.1833,  141.26103, -173.95135,  193.95135, -23.1833, -141.26103,  10.00,  193.95135, -23.2714, -141.54515,  10.00,  193.95311, -0.01096,  0.34546
24, 25132, -17.97944,  130.02733, -173.02724,  193.02724, -17.97944, -130.02733,  10.00,  193.02724, -18.06929, -130.30804,  10.00,  193.02824,  0.39575,  0.22595
25, 25138, -17.05678,  139.00754, -172.50092,  192.50092, -17.05678, -139.00754,  10.00,  192.50092, -17.14688, -139.28658,  10.00,  192.50064,  0.40503,  0.35132
26, 25131, -10.0387,  138.15611, -172.9545,  192.9545, -10.0387, -138.15611,  10.00,  192.9545, -10.12824, -138.43555,  10.00,  192.95171,  0.82813,  0.36133
27, 25137, -23.1833,  141.26103, -173.95135,  193.95135, -23.1833, -141.26103,  10.00,  193.95135, -23.2714, -141.54515,  10.00,  193.95311, -0.01096,  0.34546
28, 25138, -17.05678,  139.00754, -172.50092,  192.50092, -17.05678, -139.00754,  10.00,  192.50092, -17.14688, -139.28658,  10.00,  192.50064,  0.40503,  0.35132
29, 25132, -17.97944,  130.02733, -173.02724,  193.02724, -17.97944, -130.02733,  10.00,  193.02724, -18.06929, -130.30804,  10.00,  193.02824,  0.39575,  0.22595
30, 25135, -9.20091,  147.11612, -172.67339,  192.67339, -9.20091, -147.11612,  10.00,  192.67339, -9.29026, -147.39458,  10.00,  192.66939,  0.83008,  0.4856
31, 25131, -10.0387,  138.15611, -172.9545,  192.9545, -10.0387, -138.15611,  10.00,  192.9545, -10.12824, -138.43555,  10.00,  192.95171,  0.82813,  0.36133
32, 25138, -17.05678,  139.00754, -172.50092,  192.50092, -17.05678, -139.00754,  10.00,  192.50092, -17.14688, -139.28658,  10.00,  192.50064,  0.40503,  0.35132
33, 25138, -17.05678,  139.00754, -172.50092,  192.50092, -17.05678, -139.00754,  10.00,  192.50092, -17.14688, -139.28658,  10.00,  192.50064,  0.40503,  0.35132
34, 25137, -23.1833,  141.26103, -173.95135,  193.95135, -23.1833, -141.26103,  10.00,  193.95135, -23.2714, -141.54515,  10.00,  193.95311, -0.01096,  0.34546
35, 25139, -22.29947,  150.61316, -173.46132,  193.46132, -22.29947, -150.61316,  10.00,  193.46132, -22.38765, -150.89566,  10.00,  193.46172, -0.00739,  0.47583
36, 25140, -6.03797,  159.13359, -172.98572,  192.98572, -6.03797, -159.13359,  10.00,  192.98572, -6.12612, -159.41252,  10.00,  192.9794,  0.98438,  0.65771
37, 25141, -7.0718,  147.26517, -173.38232,  193.38232, -7.0718, -147.26517,  10.00,  193.38232, -7.16024, -147.54539,  10.00,  193.37753,  0.98926,  0.49097
38, 25135, -9.20091,  147.11612, -172.67339,  192.67339, -9.20091, -147.11612,  10.00,  192.67339, -9.29026, -147.39458,  10.00,  192.66939,  0.83008,  0.4856
39, 25135, -9.20091,  147.11612, -172.67339,  192.67339, -9.20091, -147.11612,  10.00,  192.67339, -9.29026, -147.39458,  10.00,  192.66939,  0.83008,  0.4856
40, 25142, -8.08999,  158.98918, -172.30229,  192.30229, -8.08999, -158.98918,  10.00,  192.30229, -8.17899, -159.26637,  10.00,  192.29672,  0.82373,  0.65039
41, 25140, -6.03797,  159.13359, -172.98572,  192.98572, -6.03797, -159.13359,  10.00,  192.98572, -6.12612, -159.41252,  10.00,  192.9794,  0.98438,  0.65771
42, 25138, -17.05678,  139.00754, -172.50092,  192.50092, -17.05678, -139.00754,  10.00,  192.50092, -17.14688, -139.28658,  10.00,  192.50064,  0.40503,  0.35132
43, 25143, -16.1392,  148.15881, -172.11842,  192.11842, -16.1392, -148.15881,  10.00,  192.11842, -16.22921, -148.43663,  10.00,  192.11684,  0.40674,  0.47705
44, 25135, -9.20091,  147.11612, -172.67339,  192.67339, -9.20091, -147.11612,  10.00,  192.67339, -9.29026, -147.39458,  10.00,  192.66939,  0.83008,  0.4856
45, 25139, -22.29947,  150.61316, -173.46132,  193.46132, -22.29947, -150.61316,  10.00,  193.46132, -22.38765, -150.89566,  10.00,  193.46172, -0.00739,  0.47583
46, 25143, -16.1392,  148.15881, -172.11842,  192.11842, -16.1392, -148.15881,  10.00,  192.11842, -16.22921, -148.43663,  10.00,  192.11684,  0.40674,  0.47705
47, 25138, -17.05678,  139.00754, -172.50092,  192.50092, -17.05678, -139.00754,  10.00,  192.50092, -17.14688, -139.28658,  10.00,  192.50064,  0.40503,  0.35132
48, 25142, -8.08999,  158.98918, -172.30229,  192.30229, -8.08999, -158.98918,  10.00,  192.30229, -8.17899, -159.26637,  10.00,  192.29672,  0.82373,  0.65039
49, 25135, -9.20091,  147.11612, -172.67339,  192.67339, -9.20091, -147.11612,  10.00,  192.67339, -9.29026, -147.39458,  10.00,  192.66939,  0.83008,  0.4856
50, 25143, -16.1392,  148.15881, -172.11842,  192.11842, -16.1392, -148.15881,  10.00,  192.11842, -16.22921, -148.43663,  10.00,  192.11684,  0.40674,  0.47705
51, 25144, -14.92312,  159.98145, -171.701,  191.701, -14.92312, -159.98145,  10.00,  191.701, -15.01282, -160.25778,  10.00,  191.69772,  0.40601,  0.63965
52, 25143, -16.1392,  148.15881, -172.11842,  192.11842, -16.1392, -148.15881,  10.00,  192.11842, -16.22921, -148.43663,  10.00,  192.11684,  0.40674,  0.47705
53, 25139, -22.29947,  150.61316, -173.46132,  193.46132, -22.29947, -150.61316,  10.00,  193.46132, -22.38765, -150.89566,  10.00,  193.46172, -0.00739,  0.47583
54, 25143, -16.1392,  148.15881, -172.11842,  192.11842, -16.1392, -148.15881,  10.00,  192.11842, -16.22921, -148.43663,  10.00,  192.11684,  0.40674,  0.47705
55, 25144, -14.92312,  159.98145, -171.701,  191.701, -14.92312, -159.98145,  10.00,  191.701, -15.01282, -160.25778,  10.00,  191.69772,  0.40601,  0.63965
56, 25142, -8.08999,  158.98918, -172.30229,  192.30229, -8.08999, -158.98918,  10.00,  192.30229, -8.17899, -159.26637,  10.00,  192.29672,  0.82373,  0.65039
57, 25139, -22.29947,  150.61316, -173.46132,  193.46132, -22.29947, -150.61316,  10.00,  193.46132, -22.38765, -150.89566,  10.00,  193.46172, -0.00739,  0.47583
58, 25145, -20.71347,  162.25806, -172.97058,  192.97058, -20.71347, -162.25806,  10.00,  192.97058, -20.8015, -162.53879,  10.00,  192.9691,  0.01483,  0.63916
59, 25144, -14.92312,  159.98145, -171.701,  191.701, -14.92312, -159.98145,  10.00,  191.701, -15.01282, -160.25778,  10.00,  191.69772,  0.40601,  0.63965
60, 25144, -14.92312,  159.98145, -171.701,  191.701, -14.92312, -159.98145,  10.00,  191.701, -15.01282, -160.25778,  10.00,  191.69772,  0.40601,  0.63965
61, 25145, -20.71347,  162.25806, -172.97058,  192.97058, -20.71347, -162.25806,  10.00,  192.97058, -20.8015, -162.53879,  10.00,  192.9691,  0.01483,  0.63916
62, 25146, -18.83437,  174.22609, -172.55777,  192.55777, -18.83437, -174.22609,  10.00,  192.55777, -18.92206, -174.50523,  10.00,  192.55426,  0.04782,  0.80908
63, 25147, -5.07284,  171.42612, -172.81711,  192.81711, -5.07284, -171.42612,  10.00,  192.81711, -5.16036, -171.70447,  10.00,  192.80928,  0.97559,  0.82813
64, 25148, -6.03797,  159.13359, -172.98572,  192.98572, -6.03797, -159.13359,  10.00,  192.98572, -6.12612, -159.41252,  10.00,  192.9794,  0.98438,  0.65771
65, 25142, -8.08999,  158.98918, -172.30229,  192.30229, -8.08999, -158.98918,  10.00,  192.30229, -8.17899, -159.26637,  10.00,  192.29672,  0.82373,  0.65039
66, 25146, -18.83437,  174.22609, -172.55777,  192.55777, -18.83437, -174.22609,  10.00,  192.55777, -18.92206, -174.50523,  10.00,  192.55426,  0.04782,  0.80908
67, 25149, -13.43957,  172.24696, -171.40166,  191.40166, -13.43957, -172.24696,  10.00,  191.40166, -13.52869, -172.52214,  10.00,  191.39658,  0.41333,  0.80957
68, 25144, -14.92312,  159.98145, -171.701,  191.701, -14.92312, -159.98145,  10.00,  191.701, -15.01282, -160.25778,  10.00,  191.69772,  0.40601,  0.63965
69, 25142, -8.08999,  158.98918, -172.30229,  192.30229, -8.08999, -158.98918,  10.00,  192.30229, -8.17899, -159.26637,  10.00,  192.29672,  0.82373,  0.65039
70, 25144, -14.92312,  159.98145, -171.701,  191.701, -14.92312, -159.98145,  10.00,  191.701, -15.01282, -160.25778,  10.00,  191.69772,  0.40601,  0.63965
71, 25149, -13.43957,  172.24696, -171.40166,  191.40166, -13.43957, -172.24696,  10.00,  191.40166, -13.52869, -172.52214,  10.00,  191.39658,  0.41333,  0.80957
72, 25149, -13.43957,  172.24696, -171.40166,  191.40166, -13.43957, -172.24696,  10.00,  191.40166, -13.52869, -172.52214,  10.00,  191.39658,  0.41333,  0.80957
73, 25146, -18.83437,  174.22609, -172.55777,  192.55777, -18.83437, -174.22609,  10.00,  192.55777, -18.92206, -174.50523,  10.00,  192.55426,  0.04782,  0.80908
74, 25150, -16.96071,  189.04202, -172.2215,  192.2215, -16.96071, -189.04202,  10.00,  192.2215, -17.04794, -189.31985,  10.00,  192.21571,  0.06512,  1.01855
75, 25142, -8.08999,  158.98918, -172.30229,  192.30229, -8.08999, -158.98918,  10.00,  192.30229, -8.17899, -159.26637,  10.00,  192.29672,  0.82373,  0.65039
76, 25151, -7.1164,  171.2303, -172.00569,  192.00569, -7.1164, -171.2303,  10.00,  192.00569, -7.20487, -171.5065,  10.00,  191.99858,  0.80371,  0.81885
77, 25147, -5.07284,  171.42612, -172.81711,  192.81711, -5.07284, -171.42612,  10.00,  192.81711, -5.16036, -171.70447,  10.00,  192.80928,  0.97559,  0.82813
78, 25149, -13.43957,  172.24696, -171.40166,  191.40166, -13.43957, -172.24696,  10.00,  191.40166, -13.52869, -172.52214,  10.00,  191.39658,  0.41333,  0.80957
79, 25151, -7.1164,  171.2303, -172.00569,  192.00569, -7.1164, -171.2303,  10.00,  192.00569, -7.20487, -171.5065,  10.00,  191.99858,  0.80371,  0.81885
80, 25142, -8.08999,  158.98918, -172.30229,  192.30229, -8.08999, -158.98918,  10.00,  192.30229, -8.17899, -159.26637,  10.00,  192.29672,  0.82373,  0.65039
81, 25150, -16.96071,  189.04202, -172.2215,  192.2215, -16.96071, -189.04202,  10.00,  192.2215, -17.04794, -189.31985,  10.00,  192.21571,  0.06512,  1.01855
82, 25152, -12.0729,  187.49702, -171.22433,  191.22433, -12.0729, -187.49702,  10.00,  191.22433, -12.16128, -187.77145,  10.00,  191.21716,  0.39722,  1.02051
83, 25149, -13.43957,  172.24696, -171.40166,  191.40166, -13.43957, -172.24696,  10.00,  191.40166, -13.52869, -172.52214,  10.00,  191.39658,  0.41333,  0.80957
84, 25151, -7.1164,  171.2303, -172.00569,  192.00569, -7.1164, -171.2303,  10.00,  192.00569, -7.20487, -171.5065,  10.00,  191.99858,  0.80371,  0.81885
85, 25149, -13.43957,  172.24696, -171.40166,  191.40166, -13.43957, -172.24696,  10.00,  191.40166, -13.52869, -172.52214,  10.00,  191.39658,  0.41333,  0.80957
86, 25152, -12.0729,  187.49702, -171.22433,  191.22433, -12.0729, -187.49702,  10.00,  191.22433, -12.16128, -187.77145,  10.00,  191.21716,  0.39722,  1.02051
87, 25152, -12.0729,  187.49702, -171.22433,  191.22433, -12.0729, -187.49702,  10.00,  191.22433, -12.16128, -187.77145,  10.00,  191.21716,  0.39722,  1.02051
88, 25153, -6.00081,  186.67676, -171.75751,  191.75751, -6.00081, -186.67676,  10.00,  191.75751, -6.08864, -186.9521,  10.00,  191.74846,  0.77637,  1.03223
89, 25151, -7.1164,  171.2303, -172.00569,  192.00569, -7.1164, -171.2303,  10.00,  192.00569, -7.20487, -171.5065,  10.00,  191.99858,  0.80371,  0.81885
90, 25151, -7.1164,  171.2303, -172.00569,  192.00569, -7.1164, -171.2303,  10.00,  192.00569, -7.20487, -171.5065,  10.00,  191.99858,  0.80371,  0.81885
91, 25153, -6.00081,  186.67676, -171.75751,  191.75751, -6.00081, -186.67676,  10.00,  191.75751, -6.08864, -186.9521,  10.00,  191.74846,  0.77637,  1.03223
92, 25154, -3.99079,  186.9586, -172.75356,  192.75356, -3.99079, -186.9586,  10.00,  192.75356, -4.07753, -187.23668,  10.00,  192.74384,  0.96533,  1.04297
93, 25154, -3.99079,  186.9586, -172.75356,  192.75356, -3.99079, -186.9586,  10.00,  192.75356, -4.07753, -187.23668,  10.00,  192.74384,  0.96533,  1.04297
94, 25155, -5.07284,  171.42612, -172.81711,  192.81711, -5.07284, -171.42612,  10.00,  192.81711, -5.16036, -171.70447,  10.00,  192.80928,  0.97559,  0.82813
95, 25151, -7.1164,  171.2303, -172.00569,  192.00569, -7.1164, -171.2303,  10.00,  192.00569, -7.20487, -171.5065,  10.00,  191.99858,  0.80371,  0.81885
96, 25156, -23.92189,  124.54712, -174.94742,  194.94742, -23.92189, -124.54712,  10.00,  194.94742, -24.00924, -124.83505,  10.00,  194.95125,  0.01913,  0.10913
97, 25157, -23.72883,  131.9066, -174.45805,  194.45805, -23.72883, -131.9066,  10.00,  194.45805, -23.81671, -132.19229,  10.00,  194.461,  0.00064,  0.21558
98, 25158, -17.97944,  130.02733, -173.02724,  193.02724, -17.97944, -130.02733,  10.00,  193.02724, -18.06929, -130.30804,  10.00,  193.02824,  0.39575,  0.22595
99, 25158, -17.97944,  130.02733, -173.02724,  193.02724, -17.97944, -130.02733,  10.00,  193.02724, -18.06929, -130.30804,  10.00,  193.02824,  0.39575,  0.22595
100, 25159, -18.4381,  123.63313, -173.46153,  193.46153, -18.4381, -123.63313,  10.00,  193.46153, -18.52716, -123.91596,  10.00,  193.46342,  0.39868,  0.13062
101, 25156, -23.92189,  124.54712, -174.94742,  194.94742, -23.92189, -124.54712,  10.00,  194.94742, -24.00924, -124.83505,  10.00,  194.95125,  0.01913,  0.10913
102, 25160, -24.0402,  115.6922, -175.42799,  195.42799, -24.0402, -115.6922,  10.00,  195.42799, -24.12721, -115.98354,  10.00,  195.43271,  0.04715, -0.02385
103, 25156, -23.92189,  124.54712, -174.94742,  194.94742, -23.92189, -124.54712,  10.00,  194.94742, -24.00924, -124.83505,  10.00,  194.95125,  0.01913,  0.10913
104, 25159, -18.4381,  123.63313, -173.46153,  193.46153, -18.4381, -123.63313,  10.00,  193.46153, -18.52716, -123.91596,  10.00,  193.46342,  0.39868,  0.13062
105, 25159, -18.4381,  123.63313, -173.46153,  193.46153, -18.4381, -123.63313,  10.00,  193.46153, -18.52716, -123.91596,  10.00,  193.46342,  0.39868,  0.13062
106, 25158, -17.97944,  130.02733, -173.02724,  193.02724, -17.97944, -130.02733,  10.00,  193.02724, -18.06929, -130.30804,  10.00,  193.02824,  0.39575,  0.22595
107, 25161, -10.96564,  129.36481, -173.34224,  193.34224, -10.96564, -129.36481,  10.00,  193.34224, -11.05501, -129.64557,  10.00,  193.3407,  0.81885,  0.2373
108, 25159, -18.4381,  123.63313, -173.46153,  193.46153, -18.4381, -123.63313,  10.00,  193.46153, -18.52716, -123.91596,  10.00,  193.46342,  0.39868,  0.13062
109, 25162, -18.71029,  115.07991, -173.97749,  193.97749, -18.71029, -115.07991,  10.00,  193.97749, -18.79845, -115.36613,  10.00,  193.98022,  0.41626, -0.00429
110, 25160, -24.0402,  115.6922, -175.42799,  195.42799, -24.0402, -115.6922,  10.00,  195.42799, -24.12721, -115.98354,  10.00,  195.43271,  0.04715, -0.02385
111, 25161, -10.96564,  129.36481, -173.34224,  193.34224, -10.96564, -129.36481,  10.00,  193.34224, -11.05501, -129.64557,  10.00,  193.3407,  0.81885,  0.2373
112, 25163, -11.52889,  122.59494, -173.70721,  193.70721, -11.52889, -122.59494,  10.00,  193.70721, -11.61753, -122.87732,  10.00,  193.7066,  0.81982,  0.13464
113, 25159, -18.4381,  123.63313, -173.46153,  193.46153, -18.4381, -123.63313,  10.00,  193.46153, -18.52716, -123.91596,  10.00,  193.46342,  0.39868,  0.13062
114, 25162, -18.71029,  115.07991, -173.97749,  193.97749, -18.71029, -115.07991,  10.00,  193.97749, -18.79845, -115.36613,  10.00,  193.98022,  0.41626, -0.00429
115, 25159, -18.4381,  123.63313, -173.46153,  193.46153, -18.4381, -123.63313,  10.00,  193.46153, -18.52716, -123.91596,  10.00,  193.46342,  0.39868,  0.13062
116, 25163, -11.52889,  122.59494, -173.70721,  193.70721, -11.52889, -122.59494,  10.00,  193.70721, -11.61753, -122.87732,  10.00,  193.7066,  0.81982,  0.13464
117, 25163, -11.52889,  122.59494, -173.70721,  193.70721, -11.52889, -122.59494,  10.00,  193.70721, -11.61753, -122.87732,  10.00,  193.7066,  0.81982,  0.13464
118, 25161, -10.96564,  129.36481, -173.34224,  193.34224, -10.96564, -129.36481,  10.00,  193.34224, -11.05501, -129.64557,  10.00,  193.3407,  0.81885,  0.2373
119, 25164, -8.53248,  129.548, -174.00003,  194.00003, -8.53248, -129.548,  10.00,  194.00003, -8.62095, -129.83026,  10.00,  193.99759,  0.99072,  0.24207
120, 25164, -8.53248,  129.548, -174.00003,  194.00003, -8.53248, -129.548,  10.00,  194.00003, -8.62095, -129.83026,  10.00,  193.99759,  0.99072,  0.24207
121, 25165, -9.05612,  123.52733, -174.2916,  194.2916, -9.05612, -123.52733,  10.00,  194.2916, -9.14396, -123.81076,  10.00,  194.29001,  0.98828,  0.15076
122, 25163, -11.52889,  122.59494, -173.70721,  193.70721, -11.52889, -122.59494,  10.00,  193.70721, -11.61753, -122.87732,  10.00,  193.7066,  0.81982,  0.13464
123, 25166, -11.93567,  117.08476, -174.02608,  194.02608, -11.93567, -117.08476,  10.00,  194.02608, -12.02356, -117.36893,  10.00,  194.02617,  0.82373,  0.04416
124, 25167, -12.08141,  115.29487, -174.14423,  194.14423, -12.08141, -115.29487,  10.00,  194.14423, -12.16901, -115.57983,  10.00,  194.14453,  0.8252,  0.01219
125, 25162, -18.71029,  115.07991, -173.97749,  193.97749, -18.71029, -115.07991,  10.00,  193.97749, -18.79845, -115.36613,  10.00,  193.98022,  0.41626, -0.00429
126, 25163, -11.52889,  122.59494, -173.70721,  193.70721, -11.52889, -122.59494,  10.00,  193.70721, -11.61753, -122.87732,  10.00,  193.7066,  0.81982,  0.13464
127, 25166, -11.93567,  117.08476, -174.02608,  194.02608, -11.93567, -117.08476,  10.00,  194.02608, -12.02356, -117.36893,  10.00,  194.02617,  0.82373,  0.04416
128, 25162, -18.71029,  115.07991, -173.97749,  193.97749, -18.71029, -115.07991,  10.00,  193.97749, -18.79845, -115.36613,  10.00,  193.98022,  0.41626, -0.00429
129, 25168, -9.49118,  118.65959, -174.52663,  194.52663, -9.49118, -118.65959,  10.00,  194.52663, -9.57836, -118.94421,  10.00,  194.52567,  0.98535,  0.07104
130, 25166, -11.93567,  117.08476, -174.02608,  194.02608, -11.93567, -117.08476,  10.00,  194.02608, -12.02356, -117.36893,  10.00,  194.02617,  0.82373,  0.04416
131, 25163, -11.52889,  122.59494, -173.70721,  193.70721, -11.52889, -122.59494,  10.00,  193.70721, -11.61753, -122.87732,  10.00,  193.7066,  0.81982,  0.13464
132, 25163, -11.52889,  122.59494, -173.70721,  193.70721, -11.52889, -122.59494,  10.00,  193.70721, -11.61753, -122.87732,  10.00,  193.7066,  0.81982,  0.13464
133, 25169, -9.05612,  123.52733, -174.2916,  194.2916, -9.05612, -123.52733,  10.00,  194.2916, -9.14396, -123.81076,  10.00,  194.29001,  0.98828,  0.15076
134, 25168, -9.49118,  118.65959, -174.52663,  194.52663, -9.49118, -118.65959,  10.00,  194.52663, -9.57836, -118.94421,  10.00,  194.52567,  0.98535,  0.07104
